bus_name,address_hex,frame_name,signal_name,vapi_alias
CH,0x259,APP_status,APP_factorySummonStatus,ETH_APP_factorySummonStatus
CH,0x259,APP_status,APP_summonVersionIdentifier,ETH_APP_summonVersionIdentifier
CH,0x259,APP_status,APP_watchdogState,ETH_APP_watchdogState
CH,0x25A,APP_trafficControl,APP_tcControlLightState,ETH_APP_tcControlLightState
CH,0x25A,APP_trafficControl,APP_tcControlType,ETH_APP_tcControlType
CH,0x25A,APP_trafficControl,APP_tcUnavailableReason,ETH_APP_tcUnavailableReason
CH,0x469,APP_warningMatrix4,APP_w265_drvOnNavUnavailable,ETH_APP_w265_drvOnNavUnavailable
CH,0x469,APP_warningMatrix4,APP_w271_laneChangeAborted,ETH_APP_w271_laneChangeAborted
CH,0x469,APP_warningMatrix4,APP_w272_laneChangeUnavailable,ETH_APP_w272_laneChangeUnavailable
CH,0x469,APP_warningMatrix4,APP_w304_lssCamBlockedStatus,ETH_APP_w304_lssCamBlockedStatus
CH,0x469,APP_warningMatrix4,APP_w305_lssCamStreamExit,ETH_APP_w305_lssCamStreamExit
CH,0x469,APP_warningMatrix4,APP_w306_lssUltrasonicsBlocked,ETH_APP_w306_lssUltrasonicsBlocked
CH,0x469,APP_warningMatrix4,APP_w307_lssTurnSignalFault,ETH_APP_w307_lssTurnSignalFault
CH,0x479,APP_warningMatrix5,APP_w333_fsdUnavailableLocation,ETH_APP_w333_fsdUnavailableLocation
CH,0x479,APP_warningMatrix5,APP_w369_cruiseWithSingleClick,ETH_APP_w369_cruiseWithSingleClick
CH,0x3C9,APS_status,APS_appPowerStateRequest,ETH_APS_appPowerStateRequest
CH,0x459,APS_warningMatrix2,APS_w134_appMia,ETH_APS_w134_appMia
CH,0x459,APS_warningMatrix2,APS_w135_appCritical,ETH_APS_w135_appCritical
CH,0x11B,ASD_A2,EAS_LevelingNotAllowed,ETH_EAS_LevelingNotAllowed
CH,0x11B,ASD_A2,EAS_LevelingNotPossible,ETH_EAS_LevelingNotPossible
CH,0x22C,CHG_status,CHG_evseAccept,ETH_CHG_evseAccept
CH,0x22C,CHG_status,CHG_mainState,ETH_CHG_mainState
CH,0x22C,CHG_status,CHG_pilot,ETH_CHG_pilot
CH,0x22C,CHG_status,CHG_pilotCurrent,ETH_CHG_pilotCurrent
CH,0x22C,CHG_status,CHG_proximity,ETH_CHG_proximity
CH,0x22C,CHG_status,CHG_requestHVACPowerOn,ETH_CHG_requestHVACPowerOn
CH,0x22C,CHG_status,CHG_v12V,ETH_CHG_v12V
CH,0x247,DAS_autopilotDebug,DAS_autopilotAbortReason,ETH_DAS_autopilotAbortReason
CH,0x247,DAS_autopilotDebug,DAS_behaviorReport,ETH_DAS_behaviorReport
CH,0x247,DAS_autopilotDebug,DAS_constructionZone,ETH_DAS_constructionZone
CH,0x247,DAS_autopilotDebug,DAS_controlDistance,ETH_DAS_controlDistance
CH,0x247,DAS_autopilotDebug,DAS_controllerHealth,ETH_DAS_controllerHealth
CH,0x247,DAS_autopilotDebug,DAS_controllerRef,ETH_DAS_controllerRef
CH,0x247,DAS_autopilotDebug,DAS_laneChangeState,ETH_DAS_laneChangeState
CH,0x247,DAS_autopilotDebug,DAS_lastWatchdogCode,ETH_DAS_lastWatchdogCode
CH,0x247,DAS_autopilotDebug,DAS_mapAvailability,ETH_DAS_mapAvailability
CH,0x247,DAS_autopilotDebug,DAS_roadEstimator,ETH_DAS_roadEstimator
CH,0x247,DAS_autopilotDebug,DAS_rqstedBehaviorStatus,ETH_DAS_rqstedBehaviorStatus
CH,0x3E9,DAS_bodyControls,DAS_ahlbOverride,ETH_DAS_ahlbOverride
CH,0x3E9,DAS_bodyControls,DAS_autoWiperState,ETH_DAS_autoWiperState
CH,0x3E9,DAS_bodyControls,DAS_mirrorFoldRequest,ETH_DAS_mirrorFoldRequest
CH,0x3E9,DAS_bodyControls,DAS_overrideWiperSetting,ETH_DAS_overrideWiperSetting
CH,0x5D9,DAS_carLog,DAS_radarTarget1_dx,ETH_DAS_radarTarget1_dx
CH,0x5D9,DAS_carLog,DAS_radarTarget1_VxRel,ETH_DAS_radarTarget1_VxRel
CH,0x5D9,DAS_carLog,DAS_desiredTarget_dx,ETH_DAS_desiredTarget_dx
CH,0x5D9,DAS_carLog,DAS_closestInLaneTargetDx,ETH_DAS_closestInLaneTargetDx
CH,0x5D9,DAS_carLog,DAS_closestInLaneTargetVxRel,ETH_DAS_closestInLaneTargetVxRel
CH,0x239,DAS_lanes,DAS_lanesCounter,ETH_DAS_lanesCounter
CH,0x239,DAS_lanes,DAS_leftFork,ETH_DAS_leftFork
CH,0x239,DAS_lanes,DAS_leftLaneExists,ETH_DAS_leftLaneExists
CH,0x239,DAS_lanes,DAS_leftLineUsage,ETH_DAS_leftLineUsage
CH,0x239,DAS_lanes,DAS_rightFork,ETH_DAS_rightFork
CH,0x239,DAS_lanes,DAS_rightLaneExists,ETH_DAS_rightLaneExists
CH,0x239,DAS_lanes,DAS_rightLineUsage,ETH_DAS_rightLineUsage
CH,0x239,DAS_lanes,DAS_virtualLaneC0,ETH_DAS_virtualLaneC0
CH,0x239,DAS_lanes,DAS_virtualLaneC1,ETH_DAS_virtualLaneC1
CH,0x239,DAS_lanes,DAS_virtualLaneC2,ETH_DAS_virtualLaneC2
CH,0x239,DAS_lanes,DAS_virtualLaneC3,ETH_DAS_virtualLaneC3
CH,0x239,DAS_lanes,DAS_virtualLaneViewRange,ETH_DAS_virtualLaneViewRange
CH,0x239,DAS_lanes,DAS_virtualLaneWidth,ETH_DAS_virtualLaneWidth
CH,0x309,DAS_object,DAS_leadVehType,ETH_DAS_leadVehType
CH,0x309,DAS_object,DAS_leadVehRelevantForControl,ETH_DAS_leadVehRelevantForControl
CH,0x309,DAS_object,DAS_leadVehDx,ETH_DAS_leadVehDx
CH,0x309,DAS_object,DAS_leadVehVxRel,ETH_DAS_leadVehVxRel
CH,0x309,DAS_object,DAS_leadVehDy,ETH_DAS_leadVehDy
CH,0x309,DAS_object,DAS_leadVehId,ETH_DAS_leadVehId
CH,0x309,DAS_object,DAS_leadVeh2Type,ETH_DAS_leadVeh2Type
CH,0x309,DAS_object,DAS_leadVeh2RelevantForControl,ETH_DAS_leadVeh2RelevantForControl
CH,0x309,DAS_object,DAS_leadVeh2Dx,ETH_DAS_leadVeh2Dx
CH,0x309,DAS_object,DAS_leadVeh2VxRel,ETH_DAS_leadVeh2VxRel
CH,0x309,DAS_object,DAS_leadVeh2Dy,ETH_DAS_leadVeh2Dy
CH,0x309,DAS_object,DAS_leadVeh2Id,ETH_DAS_leadVeh2Id
CH,0x309,DAS_object,DAS_leftVehType,ETH_DAS_leftVehType
CH,0x309,DAS_object,DAS_leftVehRelevantForControl,ETH_DAS_leftVehRelevantForControl
CH,0x309,DAS_object,DAS_leftVehDx,ETH_DAS_leftVehDx
CH,0x309,DAS_object,DAS_leftVehVxRel,ETH_DAS_leftVehVxRel
CH,0x309,DAS_object,DAS_leftVehDy,ETH_DAS_leftVehDy
CH,0x309,DAS_object,DAS_leftVehId,ETH_DAS_leftVehId
CH,0x309,DAS_object,DAS_leftVeh2Type,ETH_DAS_leftVeh2Type
CH,0x309,DAS_object,DAS_leftVeh2RelevantForControl,ETH_DAS_leftVeh2RelevantForControl
CH,0x309,DAS_object,DAS_leftVeh2Dx,ETH_DAS_leftVeh2Dx
CH,0x309,DAS_object,DAS_leftVeh2VxRel,ETH_DAS_leftVeh2VxRel
CH,0x309,DAS_object,DAS_leftVeh2Dy,ETH_DAS_leftVeh2Dy
CH,0x309,DAS_object,DAS_leftVeh2Id,ETH_DAS_leftVeh2Id
CH,0x309,DAS_object,DAS_rightVehType,ETH_DAS_rightVehType
CH,0x309,DAS_object,DAS_rightVehRelevantForControl,ETH_DAS_rightVehRelevantForControl
CH,0x309,DAS_object,DAS_rightVehDx,ETH_DAS_rightVehDx
CH,0x309,DAS_object,DAS_rightVehVxRel,ETH_DAS_rightVehVxRel
CH,0x309,DAS_object,DAS_rightVehDy,ETH_DAS_rightVehDy
CH,0x309,DAS_object,DAS_rightVehId,ETH_DAS_rightVehId
CH,0x309,DAS_object,DAS_rightVeh2Type,ETH_DAS_rightVeh2Type
CH,0x309,DAS_object,DAS_rightVeh2RelevantForControl,ETH_DAS_rightVeh2RelevantForControl
CH,0x309,DAS_object,DAS_rightVeh2Dx,ETH_DAS_rightVeh2Dx
CH,0x309,DAS_object,DAS_rightVeh2VxRel,ETH_DAS_rightVeh2VxRel
CH,0x309,DAS_object,DAS_rightVeh2Dy,ETH_DAS_rightVeh2Dy
CH,0x309,DAS_object,DAS_rightVeh2Id,ETH_DAS_rightVeh2Id
CH,0x309,DAS_object,DAS_cutinVehType,ETH_DAS_cutinVehType
CH,0x309,DAS_object,DAS_cutinVehRelevantForControl,ETH_DAS_cutinVehRelevantForControl
CH,0x309,DAS_object,DAS_cutinVehDx,ETH_DAS_cutinVehDx
CH,0x309,DAS_object,DAS_cutinVehVxRel,ETH_DAS_cutinVehVxRel
CH,0x309,DAS_object,DAS_cutinVehDy,ETH_DAS_cutinVehDy
CH,0x309,DAS_object,DAS_cutinVehId,ETH_DAS_cutinVehId
CH,0x309,DAS_object,DAS_roadSignColor,ETH_DAS_roadSignColor
CH,0x309,DAS_object,DAS_roadSignId,ETH_DAS_roadSignId
CH,0x309,DAS_object,DAS_roadSignStopLineDist,ETH_DAS_roadSignStopLineDist
CH,0x309,DAS_object,DAS_roadSignControlActive,ETH_DAS_roadSignControlActive
CH,0x309,DAS_object,DAS_roadSignSource,ETH_DAS_roadSignSource
CH,0x399,DAS_status,DAS_autoLaneChangeState,ETH_DAS_autoLaneChangeState
CH,0x399,DAS_status,DAS_autoParked,ETH_DAS_autoParked
CH,0x399,DAS_status,DAS_blindSpotRearLeft,ETH_DAS_blindSpotRearLeft
CH,0x399,DAS_status,DAS_blindSpotRearRight,ETH_DAS_blindSpotRearRight
CH,0x399,DAS_status,DAS_fleetSpeedState,ETH_DAS_fleetSpeedState
CH,0x399,DAS_status,DAS_lssState,ETH_DAS_lssState
CH,0x389,DAS_status2,DAS_ACC_report,ETH_DAS_ACC_report
CH,0x389,DAS_status2,DAS_accSpeedLimit,ETH_DAS_accSpeedLimit
CH,0x389,DAS_status2,DAS_activationFailureStatus,ETH_DAS_activationFailureStatus
CH,0x389,DAS_status2,DAS_csaState,ETH_DAS_csaState
CH,0x389,DAS_status2,DAS_driverInteractionLevel,ETH_DAS_driverInteractionLevel
CH,0x389,DAS_status2,DAS_longCollisionWarning,ETH_DAS_longCollisionWarning
CH,0x389,DAS_status2,DAS_versionIdentifier,ETH_DAS_versionIdentifier
CH,0x249,DAS_visualDebug,DAS_autosteerBottsDotsUsage,ETH_DAS_autosteerBottsDotsUsage
CH,0x249,DAS_visualDebug,DAS_autosteerHPPUsage,ETH_DAS_autosteerHPPUsage
CH,0x249,DAS_visualDebug,DAS_autosteerHealthAnomalyLevel,ETH_DAS_autosteerHealthAnomalyLevel
CH,0x249,DAS_visualDebug,DAS_autosteerHealthState,ETH_DAS_autosteerHealthState
CH,0x249,DAS_visualDebug,DAS_autosteerModelUsage,ETH_DAS_autosteerModelUsage
CH,0x249,DAS_visualDebug,DAS_autosteerNavigationUsage,ETH_DAS_autosteerNavigationUsage
CH,0x249,DAS_visualDebug,DAS_autosteerVehiclesUsage,ETH_DAS_autosteerVehiclesUsage
CH,0x249,DAS_visualDebug,DAS_behaviorType,ETH_DAS_behaviorType
CH,0x249,DAS_visualDebug,DAS_isaSystemState,ETH_DAS_isaSystemState
CH,0x249,DAS_visualDebug,DAS_lastAutosteerAbortReason,ETH_DAS_lastAutosteerAbortReason
CH,0x249,DAS_visualDebug,DAS_lastLinePreferenceReason,ETH_DAS_lastLinePreferenceReason
CH,0x249,DAS_visualDebug,DAS_navAvailable,ETH_DAS_navAvailable
CH,0x249,DAS_visualDebug,DAS_navDistance,ETH_DAS_navDistance
CH,0x249,DAS_visualDebug,DAS_offsetSide,ETH_DAS_offsetSide
CH,0x249,DAS_visualDebug,DAS_plannerState,ETH_DAS_plannerState
CH,0x249,DAS_visualDebug,DAS_roadSurfaceType,ETH_DAS_roadSurfaceType
CH,0x249,DAS_visualDebug,DAS_trafficAwareSetSpeedInUse,ETH_DAS_trafficAwareSetSpeedInUse
CH,0x249,DAS_visualDebug,DAS_ulcInProgress,ETH_DAS_ulcInProgress
CH,0x249,DAS_visualDebug,DAS_ulcType,ETH_DAS_ulcType
CH,0x329,DAS_warningMatrix0,DAS_w040_autopilotAngleSaturated,ETH_DAS_w040_autopilotAngleSaturated
CH,0x368,DI_state,DI_cruiseSet,ETH_DI_cruiseSet
CH,0x368,DI_state,DI_cruiseState,ETH_DI_cruiseState
CH,0x368,DI_state,DI_state,ETH_DI_state
CH,0x368,DI_state,DI_systemState,ETH_DI_systemState
CH,0x3F8,DI_state2,DI_parkButtonAvailable,ETH_DI_parkButtonAvailable
CH,0x3F8,DI_state2,DI_vehicleHoldTelltaleOn,ETH_DI_vehicleHoldTelltaleOn
CH,0x108,DI_torque1,DI_pedalPos,ETH_DI_pedalPos
CH,0x108,DI_torque1,DI_torqueMotor,ETH_DI_torqueMotor
CH,0x118,DI_torque2,DI_vehicleSpeed,ETH_DI_vehicleSpeed
CH,0x370,EPAS_sysStatus,EPAS_handsOnLevel,ETH_EPAS_handsOnLevel
CH,0x370,EPAS_sysStatus,EPAS_torsionBarTorque,ETH_EPAS_torsionBarTorque
CH,0x204,EPB_status,EPB_freeRollingModeStatus,ETH_EPB_freeRollingModeStatus
CH,0x204,EPB_status,EPB_mcuButtonAvailable,ETH_EPB_mcuButtonAvailable
CH,0x204,EPB_status,EPB_requestUserConfirmation,ETH_EPB_requestUserConfirmation
CH,0x125,ESP_125h,Lat_Acceleration,ETH_Lat_Acceleration
CH,0x125,ESP_125h,Long_Acceleration,ETH_Long_Acceleration
CH,0x135,ESP_135h,ESP_absBrakeEvent,ETH_ESP_absBrakeEvent
CH,0x778,GTW_chargeDebug,GTW_chargeState,ETH_GTW_chargeState
CH,0x3A8,GTW_sleepDebug,GTW_willBeGoingToSleep,ETH_GTW_willBeGoingToSleep
CH,0x3A8,GTW_sleepDebug,GTW_wouldSleep,ETH_GTW_wouldSleep
CH,0x348,GTW_status,GTW_gameModeAvailable,ETH_GTW_gameModeAvailable
CH,0x20C,IC_status,IC_backlightOn,ETH_IC_backlightOn
CH,0x20C,IC_status,IC_tegraAlive,ETH_IC_tegraAlive
CH,0x34E,PARK_pasFrontMiddle,PARK_frontLeftMiddleRawDistData,ETH_PARK_frontLeftMiddleRawDistData
CH,0x34E,PARK_pasFrontMiddle,PARK_frontMiddleRawDistData,ETH_PARK_frontMiddleRawDistData
CH,0x34E,PARK_pasFrontMiddle,PARK_frontRightMiddleRawDistData,ETH_PARK_frontRightMiddleRawDistData
CH,0x35E,PARK_pasRearMiddle,PARK_rearLeftMiddleRawDistData,ETH_PARK_rearLeftMiddleRawDistData
CH,0x35E,PARK_pasRearMiddle,PARK_rearMiddleRawDistData,ETH_PARK_rearMiddleRawDistData
CH,0x35E,PARK_pasRearMiddle,PARK_rearRightMiddleRawDistData,ETH_PARK_rearRightMiddleRawDistData
CH,0x21E,PARK_pscStatus,PARK_pscCrossLeftParkable,ETH_PARK_pscCrossLeftParkable
CH,0x21E,PARK_pscStatus,PARK_pscCrossRightParkable,ETH_PARK_pscCrossRightParkable
CH,0x21E,PARK_pscStatus,PARK_pscCrossSpace,ETH_PARK_pscCrossSpace
CH,0x21E,PARK_pscStatus,PARK_pscManeuverDistance,ETH_PARK_pscManeuverDistance
CH,0x21E,PARK_pscStatus,PARK_pscParallelLeftParkable,ETH_PARK_pscParallelLeftParkable
CH,0x21E,PARK_pscStatus,PARK_pscParallelRightParkable,ETH_PARK_pscParallelRightParkable
CH,0x21E,PARK_pscStatus,PARK_pscParallelSpace,ETH_PARK_pscParallelSpace
CH,0x21E,PARK_pscStatus,PARK_pscParkInstruction,ETH_PARK_pscParkInstruction
CH,0x21E,PARK_pscStatus,PARK_pscParkStatus,ETH_PARK_pscParkStatus
CH,0x32E,PARK_sensorStatusFront,PARK_frontLeftRawDistData,ETH_PARK_frontLeftRawDistData
CH,0x32E,PARK_sensorStatusFront,PARK_frontRightRawDistData,ETH_PARK_frontRightRawDistData
CH,0x32E,PARK_sensorStatusFront,PARK_systemStatusFront,ETH_PARK_systemStatusFront
CH,0x33E,PARK_sensorStatusRear,PARK_rearLeftRawDistData,ETH_PARK_rearLeftRawDistData
CH,0x33E,PARK_sensorStatusRear,PARK_rearRightRawDistData,ETH_PARK_rearRightRawDistData
CH,0x33E,PARK_sensorStatusRear,PARK_systemStatusRear,ETH_PARK_systemStatusRear
CH,0x31E,PARK_status,PARK_systemDtcPresent,ETH_PARK_systemDtcPresent
CH,0x30E,PARK_status2,PARK_autoCalComplete,ETH_PARK_autoCalComplete
CH,0x30E,PARK_status2,PARK_pscLeftCurbType,ETH_PARK_pscLeftCurbType
CH,0x30E,PARK_status2,PARK_pscRightCurbType,ETH_PARK_pscRightCurbType
CH,0x30E,PARK_status2,PARK_sdiActive,ETH_PARK_sdiActive
CH,0x30E,PARK_status2,PARK_sdiNoise,ETH_PARK_sdiNoise
CH,0x6D,SBW_RQ_SCCM,TSL_RND_Posn_StW,ETH_TSL_RND_Posn_StW
CH,0x45,STW_ACTN_RQ,SpdCtrlLvr_Stat,ETH_SpdCtrlLvr_Stat
CH,0x45,STW_ACTN_RQ,HiBmLvr_Stat,ETH_HiBmLvr_Stat
CH,0x45,STW_ACTN_RQ,WprWashSw_Psd,ETH_WprWashSw_Psd
CH,0x45,STW_ACTN_RQ,HrnSw_Psd,ETH_HrnSw_Psd
CH,0xE,STW_ANGLHP_STAT,StW_AnglHP,ETH_StW_AnglHP
CH,0xE,STW_ANGLHP_STAT,StW_AnglHP_Spd,ETH_StW_AnglHP_Spd
CH,0x36F,TPMS_StatusC,TPMS_newSensorLearnt,ETH_TPMS_newSensorLearnt
CH,0x35F,TPMS_antennaStatus,TPMS_autoLearnFinishedFlag,ETH_TPMS_autoLearnFinishedFlag
CH,0x31F,TPMS_data,TPMS_pressureFL,ETH_TPMS_pressureFL
CH,0x31F,TPMS_data,TPMS_pressureFR,ETH_TPMS_pressureFR
CH,0x31F,TPMS_data,TPMS_pressureRL,ETH_TPMS_pressureRL
CH,0x31F,TPMS_data,TPMS_pressureRR,ETH_TPMS_pressureRR
ETH,0x3F9,APP_cameraLux,APP_backupCameraLUX,ETH_APP_backupCameraLUX
ETH,0x3F9,APP_cameraLux,APP_fisheyeCameraLUX,ETH_APP_fisheyeCameraLUX
ETH,0x3F9,APP_cameraLux,APP_lPillarCameraLUX,ETH_APP_lPillarCameraLUX
ETH,0x3F9,APP_cameraLux,APP_lRepeatCameraLUX,ETH_APP_lRepeatCameraLUX
ETH,0x3F9,APP_cameraLux,APP_mainCameraLUX,ETH_APP_mainCameraLUX
ETH,0x3F9,APP_cameraLux,APP_narrowCameraLUX,ETH_APP_narrowCameraLUX
ETH,0x3F9,APP_cameraLux,APP_rPillarCameraLUX,ETH_APP_rPillarCameraLUX
ETH,0x3F9,APP_cameraLux,APP_rRepeatCameraLUX,ETH_APP_rRepeatCameraLUX
ETH,0x260,APP_environment,APP_environmentRainy,ETH_APP_environmentRainy
ETH,0x260,APP_environment,APP_environmentSnowy,ETH_APP_environmentSnowy
ETH,0x425,APP_factorySummonGoal,APP_factoryGoalLatitude,ETH_APP_factoryGoalLatitude
ETH,0x425,APP_factorySummonGoal,APP_factoryGoalLongitude,ETH_APP_factoryGoalLongitude
ETH,0x259,APP_status,APP_clipRecordingStatus,ETH_APP_clipRecordingStatus
ETH,0x259,APP_status,APP_factorySummonStatus,ETH_APP_factorySummonStatus
ETH,0x259,APP_status,APP_summonVersionIdentifier,ETH_APP_summonVersionIdentifier
ETH,0x259,APP_status,APP_watchdogState,ETH_APP_watchdogState
ETH,0x264,APP_trafficControl,APP_tcControlLightState,ETH_APP_tcControlLightState
ETH,0x264,APP_trafficControl,APP_tcControlType,ETH_APP_tcControlType
ETH,0x264,APP_trafficControl,APP_tcUnavailableReason,ETH_APP_tcUnavailableReason
ETH,0x449,APP_warningMatrix0,APP_w040_autopilotAngleSaturated,ETH_APP_w040_autopilotAngleSaturated
ETH,0x419,APP_warningMatrix1,APP_w081_pmmActiveBraking,ETH_APP_w081_pmmActiveBraking
ETH,0x439,APP_warningMatrix3,APP_w213_autosteerStruckOut,ETH_APP_w213_autosteerStruckOut
ETH,0x439,APP_warningMatrix3,APP_w218_lcSpeedExceededLimit,ETH_APP_w218_lcSpeedExceededLimit
ETH,0x439,APP_warningMatrix3,APP_w229_alcUltrasoundDamaged,ETH_APP_w229_alcUltrasoundDamaged
ETH,0x439,APP_warningMatrix3,APP_w230_alcUltrasoundBlocked,ETH_APP_w230_alcUltrasoundBlocked
ETH,0x469,APP_warningMatrix4,APP_w265_drvOnNavUnavailable,ETH_APP_w265_drvOnNavUnavailable
ETH,0x469,APP_warningMatrix4,APP_w271_laneChangeAborted,ETH_APP_w271_laneChangeAborted
ETH,0x469,APP_warningMatrix4,APP_w272_laneChangeUnavailable,ETH_APP_w272_laneChangeUnavailable
ETH,0x469,APP_warningMatrix4,APP_w304_lssCamBlockedStatus,ETH_APP_w304_lssCamBlockedStatus
ETH,0x469,APP_warningMatrix4,APP_w305_lssCamStreamExit,ETH_APP_w305_lssCamStreamExit
ETH,0x469,APP_warningMatrix4,APP_w306_lssUltrasonicsBlocked,ETH_APP_w306_lssUltrasonicsBlocked
ETH,0x469,APP_warningMatrix4,APP_w307_lssTurnSignalFault,ETH_APP_w307_lssTurnSignalFault
ETH,0x479,APP_warningMatrix5,APP_w333_fsdUnavailableLocation,ETH_APP_w333_fsdUnavailableLocation
ETH,0x479,APP_warningMatrix5,APP_w369_cruiseWithSingleClick,ETH_APP_w369_cruiseWithSingleClick
ETH,0x3CA,APS_status,APS_appPowerStateRequest,ETH_APS_appPowerStateRequest
ETH,0x459,APS_warningMatrix2,APS_w134_appMia,ETH_APS_w134_appMia
ETH,0x459,APS_warningMatrix2,APS_w135_appCritical,ETH_APS_w135_appCritical
ETH,0x11B,ASD_A2,EAS_LevelingNotAllowed,ETH_EAS_LevelingNotAllowed
ETH,0x11B,ASD_A2,EAS_LevelingNotPossible,ETH_EAS_LevelingNotPossible
ETH,0x252,BCCEN_keyStatus,BCCEN_keyPresentForQRPairing,ETH_BCCEN_keyPresentForQRPairing
ETH,0x433,BCCEN_keyfobRequests,BCCEN_closureEasterEggCommand,ETH_BCCEN_closureEasterEggCommand
ETH,0x3AA,BCCEN_status2,BCCEN_closeAllStatus,ETH_BCCEN_closeAllStatus
ETH,0x271,BCCEN_steeringColumnStatus,BCCEN_steeringColumnRecalling,ETH_BCCEN_steeringColumnRecalling
ETH,0x3DF,BCFALCD_doorStatus,BCFALCD_MCUChimeRequest,ETH_BCFALCD_MCUChimeRequest
